"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Gregor Blanco","- - -","379","1105","11","149","69","40","10.1%","20.5%",".107",".313",".250",".327",".357",".299","","86","10.8","-9.0","-11.9","1.5","3123"
"Joey Meneses","WSN","56","240","13","33","34","1","6.3%","21.7%",".239",".371",".324",".367",".563",".395","","156","-2.8","12.8","-6.6","1.5","14366"
"T.J. Rivera","NYM","106","344","8","37","43","1","3.5%","14.2%",".141",".332",".304",".335",".445",".333","","109","1.4","5.3","-1.9","1.5","12495"
"Vinnie Pasquantino","KCR","72","298","10","25","26","1","11.7%","11.4%",".155",".306",".295",".383",".450",".365","","137","-2.1","10.4","-5.8","1.5","27676"
"Charlie Culberson","- - -","441","951","25","111","108","14","5.5%","25.8%",".155",".328",".257",".303",".411",".305","","90","2.0","-10.0","-5.8","1.5","3298"
"Leody Taveras","TEX","181","660","12","73","49","29","6.7%","28.9%",".119",".307",".226",".280",".344",".274","","75","6.6","-13.8","5.8","1.5","18900"
"Mauricio Dubon","- - -","262","740","18","84","74","9","5.7%","17.2%",".122",".272",".244",".287",".366",".282","","77","-2.6","-22.4","12.4","1.5","16530"
"Jake Meyers","HOU","101","323","7","35","43","5","5.3%","32.2%",".132",".348",".243",".296",".375",".293","","87","2.4","-2.0","5.8","1.5","20308"
"Noah Syndergaard","- - -","146","251","6","14","15","0","6.0%","57.4%",".113",".384",".153",".206",".266",".208","","29","-0.1","-22.4","28.7","1.5","11762"
"Cam Gallagher","KCR","171","469","7","41","39","0","7.2%","19.4%",".114",".289",".240",".302",".355",".287","","76","-4.2","-17.7","15.6","1.4","12981"
"Billy Burns","- - -","229","893","5","110","55","43","4.0%","13.3%",".084",".310",".271",".309",".355",".290","","82","9.2","-10.1","-6.2","1.4","12701"
"Johnny Giavotella","- - -","235","879","10","95","80","7","5.1%","11.6%",".108",".289",".265",".303",".372",".293","","86","-0.5","-15.7","0.0","1.4","6740"
"Jesus Sanchez","MIA","172","623","27","66","74","1","8.0%","29.1%",".202",".273",".221",".291",".423",".307","","96","-4.4","-6.9","0.0","1.4","19913"
"Nick Gordon","MIN","211","659","13","64","73","16","4.7%","24.3%",".142",".330",".261",".308",".403",".309","","101","0.0","0.0","-7.9","1.4","16337"
"Corbin Carroll","ARI","32","115","4","13","14","2","7.0%","27.0%",".240",".333",".260",".330",".500",".358","","130","0.9","4.9","4.7","1.4","25878"
"Ben Revere","- - -","364","1317","5","165","89","66","4.9%","9.3%",".074",".299",".273",".311",".347",".288","","78","13.0","-22.5","-6.5","1.4","4712"
"Cameron Rupp","PHI","274","1049","39","95","116","2","7.8%","28.5%",".181",".300",".236",".301",".417",".307","","89","-7.1","-21.4","1.1","1.4","11146"
"Bryson Stott","PHI","127","466","10","58","49","12","7.7%","19.1%",".124",".274",".234",".295",".358",".289","","83","4.7","-4.3","1.9","1.4","26294"
"Steven Duggar","- - -","271","846","14","101","87","19","7.2%","31.0%",".131",".335",".236",".293",".367",".285","","77","6.3","-17.5","3.5","1.4","17719"
"J.J. Hardy","BAL","302","1143","21","112","109","0","5.1%","17.8%",".113",".273",".237",".275",".350",".271","","65","-5.7","-52.7","27.8","1.4","3797"
"Alex Dickerson","- - -","339","1001","40","136","132","7","8.1%","20.4%",".205",".287",".255",".325",".460",".333","","109","-3.0","8.9","-28.1","1.4","12649"
"Raimel Tapia","- - -","567","1858","26","233","188","53","5.5%","18.5%",".115",".330",".277",".318",".392",".307","","80","12.2","-33.8","-14.1","1.3","14350"
"Wilmer Difo","- - -","492","1306","19","158","103","24","8.1%","19.8%",".103",".303",".250",".311",".353",".287","","74","6.6","-36.1","7.3","1.3","14320"
"Angel Pagan","SFG","262","1094","15","126","92","27","6.8%","14.5%",".105",".304",".269",".317",".374",".302","","90","3.9","-8.6","-12.6","1.3","2918"
"Josh Naylor","- - -","325","1131","36","117","138","9","7.3%","17.8%",".164",".281",".253",".312",".417",".313","","100","-4.1","-5.0","-20.4","1.3","18839"
"Jeremy Hazelbaker","- - -","155","285","14","45","38","6","9.5%","29.5%",".242",".327",".258",".327",".500",".345","","113","0.9","5.8","-2.0","1.3","9399"
"Sam Haggerty","- - -","142","353","8","53","34","22","7.9%","28.3%",".133",".314",".234",".305",".367",".293","","93","4.2","0.8","-0.5","1.3","18054"
"Oneil Cruz","PIT","89","370","18","47","57","10","7.6%","35.1%",".221",".321",".235",".295",".456",".323","","107","2.0","5.2","-5.5","1.3","21711"
"Jake Fraley","- - -","165","582","21","66","65","16","12.7%","25.8%",".169",".274",".224",".330",".393",".319","","103","3.0","4.5","-12.4","1.3","19260"
"Jarrett Parker","- - -","140","397","15","48","51","3","9.3%","32.0%",".192",".344",".249",".330",".441",".331","","108","1.1","4.1","-5.2","1.3","11624"
"John Ryan Murphy","- - -","236","625","17","59","51","0","6.1%","30.4%",".140",".275",".208",".257",".347",".262","","59","1.0","-30.6","21.6","1.2","10346"
"Clayton Kershaw","LAD","196","349","0","14","18","0","4.6%","24.6%",".024",".237",".168",".213",".192",".185","","10","-0.1","-39.3","40.2","1.2","2036"
"Tyler White","- - -","257","859","26","76","103","1","10.1%","24.2%",".174",".287",".236",".315",".409",".313","","98","-1.1","-3.7","-14.3","1.2","15564"
"Tim Locastro","- - -","247","549","7","87","35","39","6.0%","18.8%",".103",".275",".227",".325",".331",".296","","82","9.6","-3.1","-2.3","1.2","15124"
"Max Fried","ATL","137","149","0","20","9","0","6.7%","26.8%",".056",".314",".214",".272",".270",".243","","45","-0.1","-10.6","18.1","1.2","13743"
"Nick Solak","TEX","253","974","21","117","93","19","7.6%","20.2%",".120",".302",".252",".327",".372",".308","","93","3.1","-4.7","-17.0","1.2","19294"
"Brandon Moss","- - -","391","1391","69","154","175","3","9.0%","30.0%",".219",".267",".220",".295",".439",".313","","94","-0.4","-10.3","-23.1","1.2","4467"
"Joey Rickard","- - -","347","984","20","103","71","20","6.2%","22.7%",".125",".304",".246",".300",".371",".292","","79","5.6","-19.7","-2.5","1.2","13277"
"John Jaso","- - -","328","950","23","96","99","2","11.9%","18.8%",".166",".299",".255",".351",".420",".336","","110","-7.5","3.8","-23.6","1.2","5887"
"Bobby Dalbec","BOS","273","898","45","103","133","5","7.5%","34.9%",".224",".312",".232",".298",".456",".322","","101","1.5","3.0","-20.3","1.2","19966"
"Chris Young","- - -","362","987","36","129","104","12","9.3%","21.8%",".192",".279",".242",".319",".433",".325","","101","2.4","3.6","-25.7","1.1","3882"
"Ezequiel Carrera","TOR","332","827","17","112","69","19","8.2%","23.0%",".112",".338",".267",".336",".380",".315","","96","5.8","1.9","-18.4","1.1","9048"
"Kyle Isbel","KCR","134","361","6","48","35","11","6.4%","27.1%",".136",".300",".226",".281",".361",".281","","76","0.2","-9.3","8.6","1.1","21614"
"Tyson Ross","- - -","88","115","2","8","10","1","2.6%","31.3%",".092",".323",".224",".250",".316",".246","","59","0.2","-5.5","12.7","1.1","7872"
"Jose Miranda","MIN","125","483","15","45","66","1","5.8%","18.8%",".158",".307",".268",".325",".426",".329","","117","-4.5","4.6","-9.3","1.1","20538"
"Andres Blanco","PHI","276","614","14","68","59","4","7.2%","19.4%",".165",".300",".255",".321",".420",".321","","100","-2.4","-3.5","-6.0","1.1","1907"
"Danny Mendick","CHW","151","446","10","53","45","1","7.2%","22.6%",".115",".309",".251",".309",".366",".296","","87","0.9","-6.4","0.8","1.1","18889"
"Nick Martini","- - -","112","333","2","38","30","0","12.3%","21.6%",".099",".349",".270",".369",".369",".326","","107","1.7","4.3","-5.1","1.1","12005"
"Aramis Ramirez","- - -","137","516","17","43","75","1","6.0%","13.2%",".177",".253",".246",".297",".423",".309","","93","-6.9","-11.1","5.2","1.1","1002"
"Hanley Ramirez","- - -","445","1855","80","227","263","20","8.3%","19.4%",".189",".282",".258",".326",".447",".330","","102","-11.4","-6.1","-45.8","1.0","8001"
"Steven Brault","- - -","127","101","1","11","4","0","2.0%","14.9%",".079",".301",".258",".275",".337",".263","","62","0.0","-4.8","12.2","1.0","15291"
"Mark Trumbo","- - -","549","2204","109","277","284","3","7.0%","24.6%",".207",".290",".251",".305",".458",".326","","104","-6.4","3.2","-67.8","1.0","6876"
"Stephen Drew","- - -","247","699","26","76","82","0","8.7%","17.6%",".187",".234",".224",".292",".411",".303","","86","-3.0","-14.3","1.4","1.0","4251"
"Garrett Mitchell","MIL","28","68","2","9","9","8","8.8%","41.2%",".148",".548",".311",".373",".459",".365","","136","2.2","5.1","2.3","1.0","27555"
"Andy Ibanez","TEX","116","400","8","44","34","3","6.0%","14.0%",".126",".285",".258",".306",".384",".301","","91","0.5","-3.5","0.4","1.0","18819"
"Nick Maton","PHI","87","216","7","29","31","2","9.3%","31.5%",".180",".350",".254",".330",".434",".331","","108","2.5","4.4","-1.9","1.0","21635"
"Sam Hilliard","COL","214","639","29","84","71","15","10.0%","32.7%",".211",".275",".212",".294",".423",".306","","77","7.0","-10.6","-0.5","1.0","17954"
"Carlos Martinez","STL","202","259","1","14","21","0","0.8%","31.7%",".051",".273",".183",".198",".234",".189","","13","-0.1","-27.8","29.3","1.0","11682"
"Lane Adams","ATL","111","151","7","29","26","11","9.3%","29.8%",".209",".349",".269",".340",".478",".348","","112","3.3","5.6","-0.6","1.0","10767"
"Michael Lorenzen","- - -","370","147","7","20","24","5","4.8%","32.0%",".195",".304",".233",".282",".429",".304","","84","0.1","-3.0","7.9","1.0","14843"
"Phillip Ervin","- - -","237","660","17","75","68","15","8.5%","24.2%",".159",".308",".247",".322",".406",".314","","90","4.9","-3.4","-8.3","1.0","14738"
"D.J. Stewart","BAL","195","622","26","75","73","3","13.2%","26.8%",".188",".256",".213",".327",".400",".318","","99","1.8","0.5","-11.5","1.0","17766"
"Steven Matz","- - -","166","199","3","8","13","0","3.5%","25.1%",".080",".218",".170",".201",".250",".197","","21","-0.1","-20.0","23.3","1.0","13361"
"Emmanuel Rivera","- - -","131","457","13","59","45","3","6.8%","22.8%",".155",".286",".238",".298",".393",".303","","92","0.0","-4.4","-1.4","1.0","19890"
"Cesar Puello","- - -","66","197","4","21","21","2","8.1%","26.4%",".102",".333",".246",".354",".347",".313","","95","0.8","-0.5","4.0","1.0","7216"
"Ryon Healy","- - -","405","1606","69","177","214","0","4.7%","22.2%",".190",".297",".261",".298",".450",".318","","101","-11.0","-8.5","-36.9","1.0","15447"
"Ryan McKenna","BAL","195","369","4","43","25","3","9.5%","35.0%",".092",".332",".209",".293",".302",".268","","69","4.4","-9.3","6.3","1.0","19928"
"Albert Pujols","- - -","963","3800","183","400","615","19","6.8%","13.1%",".194",".241",".249",".304",".442",".317","","100","-34.2","-36.1","-85.9","1.0","1177"
"Adam Rosales","- - -","278","706","24","80","80","9","7.2%","31.6%",".175",".302",".226",".287",".401",".294","","81","2.3","-14.5","0.7","1.0","9682"
"Colin Moran","- - -","502","1692","50","167","239","1","8.4%","22.3%",".152",".315",".263",".327",".415",".319","","98","-17.9","-22.5","-24.7","0.9","16909"
"Ryan Raburn","- - -","220","526","19","59","65","0","10.5%","28.3%",".204",".333",".256",".340",".460",".343","","106","0.0","3.2","-11.4","0.9","2218"
"David Villar","SFG","52","181","9","21","24","0","9.9%","32.0%",".224",".300",".231",".331",".455",".344","","124","-0.3","4.8","-2.0","0.9","24782"
"Sergio Alcantara","- - -","192","502","12","58","47","4","8.8%","26.9%",".135",".266",".209",".281",".343",".273","","71","0.7","-17.0","9.1","0.9","16417"
"Sam Huff","TEX","54","165","7","14","14","1","7.9%","32.1%",".184",".359",".263",".321",".447",".331","","114","0.4","3.5","0.3","0.9","22209"
"Chris Colabello","TOR","111","392","15","55","55","2","6.1%","26.8%",".182",".385",".301",".349",".483",".360","","128","-2.1","10.5","-14.7","0.9","13051"
"Harold Ramirez","- - -","341","1253","24","135","150","8","4.2%","17.6%",".124",".327",".281",".320",".405",".312","","101","-0.9","-1.3","-30.8","0.9","14387"
"David Wright","NYM","77","341","12","42","31","5","14.4%","26.7%",".175",".335",".258",".365",".433",".350","","125","-0.1","10.1","-12.0","0.9","3787"
"Patrick Corbin","- - -","228","354","0","19","16","0","5.1%","36.4%",".029",".278",".162",".208",".191",".182","","3","-0.6","-44.1","41.6","0.9","9323"
"Paulo Orlando","KCR","278","918","14","98","81","18","2.4%","22.1%",".121",".327",".263",".289",".384",".290","","78","2.2","-21.8","-0.4","0.9","8628"
"Sandy Leon","- - -","501","1578","30","145","140","1","7.7%","25.5%",".107",".271",".211",".278",".318",".263","","59","-13.5","-93.2","48.1","0.9","5273"
"Mikie Mahtook","- - -","291","965","33","112","97","14","6.1%","26.4%",".170",".291",".235",".292",".405",".300","","86","1.4","-15.3","-8.7","0.9","13130"
"Rowdy Tellez","- - -","428","1533","79","180","216","3","8.3%","22.4%",".226",".255",".236",".307",".462",".324","","104","-10.5","-2.7","-40.5","0.9","15679"
"Connor Joe","- - -","182","694","15","80","63","6","11.8%","20.6%",".137",".300",".247",".346",".385",".325","","92","0.8","-5.4","-8.9","0.9","16572"
"Riley Greene","DET","93","418","5","46","42","1","8.6%","28.7%",".109",".354",".253",".321",".362",".303","","98","-0.1","-1.1","-3.6","0.9","25976"
"Nate Eaton","KCR","44","122","1","16","12","11","8.2%","24.6%",".123",".346",".264",".331",".387",".313","","101","3.1","3.2","1.2","0.9","25055"
"Rafael Ortega","- - -","362","1142","21","120","101","40","9.2%","18.6%",".111",".294",".250",".320",".361",".300","","89","-3.3","-19.1","-10.3","0.9","10323"
"Geraldo Perdomo","ARI","159","537","5","63","41","9","10.4%","20.3%",".074",".249",".199",".291",".273",".258","","62","6.0","-17.9","8.2","0.9","22799"
"Frank Schwindel","- - -","145","566","22","67","79","2","6.2%","17.8%",".188",".295",".269",".314",".456",".329","","108","-3.4","3.5","-13.8","0.9","15351"
"Charles Leblanc","MIA","48","169","4","18","11","4","7.1%","31.4%",".141",".374",".263",".320",".404",".318","","107","1.4","2.8","-0.3","0.9","19813"
"Max Scherzer","- - -","228","436","1","26","26","3","2.1%","31.7%",".016",".259",".169",".191",".184",".169","","-2","0.4","-56.0","50.3","0.9","3137"
"Zack Wheeler","- - -","148","226","1","11","13","0","1.3%","40.3%",".048",".299",".173",".192",".221",".180","","9","-0.1","-26.1","27.4","0.9","10310"
"Hyun-Jin Ryu","- - -","121","140","1","10","5","0","6.4%","40.0%",".054",".327",".170",".238",".223",".211","","28","-0.1","-13.2","17.0","0.8","14444"
"Christian Bethancourt","- - -","230","704","19","75","71","7","3.8%","24.4%",".135",".284",".232",".263",".367",".273","","75","-3.3","-24.4","10.1","0.8","10028"
"Kurt Suzuki","- - -","664","2393","73","232","310","1","6.0%","13.2%",".153",".263",".253",".314",".406",".311","","91","-13.0","-37.6","-30.7","0.8","8259"
"Hank Conger","- - -","122","366","14","31","43","0","9.6%","28.1%",".178",".267",".215",".294",".394",".301","","91","-5.4","-9.5","4.9","0.8","2505"
"Sean Bouchard","COL","27","97","3","9","11","0","21.6%","25.8%",".203",".404",".297",".454",".500",".417","","158","0.2","6.6","-2.3","0.8","21270"
"Rodolfo Castro","PIT","102","371","16","34","35","5","7.5%","27.2%",".195",".269",".224",".288",".419",".307","","95","-0.5","-2.8","-2.2","0.8","21987"
"Jayson Werth","WSN","301","1273","43","170","140","9","11.3%","22.9%",".169",".274",".233",".322",".402",".316","","93","4.0","-6.7","-26.2","0.8","1327"
"Brandon Woodruff","MIL","124","129","1","5","7","0","4.7%","39.5%",".061",".333",".191",".231",".252",".214","","28","-0.1","-11.9","15.7","0.8","16162"
"Christian Arroyo","- - -","229","786","21","83","96","7","5.6%","21.6%",".145",".305",".255",".307",".400",".306","","92","-3.0","-11.7","-6.5","0.8","16434"
"Scott Kingery","PHI","325","1127","30","132","96","25","5.9%","28.4%",".157",".299",".229",".280",".387",".284","","73","8.9","-28.4","1.8","0.8","17975"
"Gunnar Henderson","BAL","34","132","4","12","18","1","12.1%","25.8%",".181",".333",".259",".348",".440",".343","","125","-0.2","3.6","-0.3","0.8","26289"
"Eli White","TEX","130","389","9","47","28","17","8.2%","31.6%",".111",".253",".185",".260",".296",".249","","56","3.8","-16.8","11.0","0.8","19346"
"Matt Adams","- - -","579","1641","84","188","267","1","6.8%","25.9%",".218",".280",".243",".297",".461",".318","","96","-6.0","-15.2","-29.9","0.8","9393"
"Will Venable","- - -","147","409","6","42","33","16","9.0%","24.2%",".104",".305",".234",".310",".338",".287","","81","4.5","-4.8","-1.1","0.8","211"
"Pablo Reyes","- - -","148","323","6","40","29","5","8.7%","19.8%",".122",".286",".238",".307",".361",".291","","79","2.7","-6.2","2.9","0.7","16357"
"Joey Bart","SFG","132","408","11","50","33","2","7.1%","38.0%",".130",".348",".222",".294",".351",".288","","84","-1.4","-9.3","2.4","0.7","21524"
"Francisco Liriano","- - -","198","113","2","6","12","0","0.9%","38.9%",".083",".349",".220",".227",".303",".229","","37","0.0","-8.3","12.0","0.7","3201"
"Vince Velasquez","- - -","188","180","1","9","8","0","3.3%","27.2%",".032",".290",".204",".233",".236",".209","","24","-0.1","-17.3","18.7","0.7","11189"
"Gabriel Moreno","TOR","25","73","1","10","7","0","5.5%","11.0%",".058",".350",".319",".356",".377",".326","","113","-0.3","0.8","3.8","0.7","22664"
"Jimmy Rollins","- - -","185","729","15","96","49","17","8.2%","16.3%",".128",".251",".224",".287",".351",".281","","78","-1.9","-20.8","4.7","0.7","971"
"Vaughn Grissom","ATL","41","156","5","24","18","5","7.1%","21.8%",".149",".350",".291",".353",".440",".345","","121","1.9","5.7","-4.1","0.7","26031"
"Greg Bird","NYY","186","700","32","75","98","0","10.6%","27.0%",".213",".244",".211",".301",".424",".313","","96","-1.6","-5.8","-11.2","0.7","14131"
"Livan Soto","LAA","18","59","1","9","9","1","3.4%","22.0%",".182",".500",".400",".414",".582",".424","","181","0.6","6.0","-1.0","0.7","22471"
